website_url,cleaned_website_text,topic
10,https://www.epicurious.com/,,Food
11,https://jd.com/,,News
12,https://news.com.au/,,News
13,https://dw.com/,,News
14,https://foxnews.com/,,News
15,https://reuters.com/,,News
16,https://intuit.com/,,Finance
17,https://fidelity.com/,,Finance
18,https://corporatefinanceinstitute.com/,,Finance
19,https://ft.com/,,Finance
20,https://reuters.com/,,Finance
